"gbifID","occurrenceID","year","country","latitude","longitude"
1264875295,3737,2013,"Brazil",-7.45,-47.24
1264875294,3759,2013,"Brazil",-7.39,-40.98
1264875293,3751,2013,"Brazil",-7.41,-41.48
1264875292,3732,2013,"Brazil",-7.46,-38.09
1264875291,3722,2013,"Brazil",-7.51,-38.4
1264875290,3719,2013,"Brazil",-7.51,-47.79
1264875289,3730,2013,"Brazil",-7.47,-35.24
1264875288,3752,2013,"Brazil",-7.4,-36.85
1264875287,3713,2013,"Brazil",-7.53,-35.45
1264875286,3731,2013,"Brazil",-7.46,-38.02
1264875285,3746,2013,"Brazil",-7.42,-39.33
1264875284,3718,2013,"Brazil",-7.52,-39.73
1264875283,3740,2013,"Brazil",-7.45,-34.83
1264875282,3698,2013,"Brazil",-7.58,-43.54
1264875281,3725,2013,"Brazil",-7.49,-37.66
1264875280,3742,2013,"Brazil",-7.44,-35.29
1264875279,3708,2013,"Brazil",-7.55,-35.57
1264875278,3700,2013,"Brazil",-7.58,-37.65
1264875277,3734,2013,"Brazil",-7.46,-52.09
1264875276,3716,2013,"Brazil",-7.52,-35.32
1264875275,3739,2013,"Brazil",-7.45,-37.44
1264875274,3720,2013,"Brazil",-7.51,-62.64
1264875273,3711,2013,"Brazil",-7.54,-38.17
1264875272,3710,2013,"Brazil",-7.55,-35.71
1264875271,3701,2013,"Brazil",-7.58,-37.52
1264875270,3736,2013,"Brazil",-7.45,-51.34
1264875269,3679,2013,"Brazil",-7.65,-48.37
1264875268,3697,2013,"Brazil",-7.59,-38.93
1264875267,3728,2013,"Brazil",-7.48,-34.92
1264875266,3726,2013,"Brazil",-7.48,-50.67
1264875265,3693,2013,"Brazil",-7.59,-59.42
1264875264,3705,2013,"Brazil",-7.56,-36.72
1264875263,3688,2013,"Brazil",-7.61,-37.14
1264875262,3699,2013,"Brazil",-7.58,-36.39
1264875261,3721,2013,"Brazil",-7.51,-37.81
1264875260,3706,2013,"Brazil",-7.55,-48.95
1264875259,3694,2013,"Brazil",-7.59,-39.22
1264875258,3674,2013,"Brazil",-7.68,-35.73
1264875257,3707,2013,"Brazil",-7.55,-49.52
1264875256,3717,2013,"Brazil",-7.52,-42.58
1264875255,3715,2013,"Brazil",-7.53,-38.54
1264875254,3691,2013,"Brazil",-7.6,-35.49
1264875253,3714,2013,"Brazil",-7.53,-41.09
1264875252,3683,2013,"Brazil",-7.63,-40.5
1264875251,3695,2013,"Brazil",-7.59,-34.94
1264875250,3675,2013,"Brazil",-7.67,-38.58
1264875249,3709,2013,"Brazil",-7.55,-39.11
1264875248,3684,2013,"Brazil",-7.63,-38.31
1264875247,3676,2013,"Brazil",-7.67,-35.36
1264875246,3654,2013,"Brazil",-7.73,-39.19
1264875245,3687,2013,"Brazil",-7.61,-41.52
1264875244,3712,2013,"Brazil",-7.54,-37.24
1264875243,3672,2013,"Brazil",-7.68,-36.29
1264875242,3703,2013,"Brazil",-7.56,-37.04
1264875241,3702,2013,"Brazil",-7.57,-35.97
1264875240,3668,2013,"Brazil",-7.69,-37.09
1264875239,3680,2013,"Brazil",-7.65,-36.63
1264875238,3681,2013,"Brazil",-7.65,-42.87
1264875237,3663,2013,"Brazil",-7.7,-35.5
1264875236,3696,2013,"Brazil",-7.59,-37.86
1264875235,3669,2013,"Brazil",-7.68,-36.13
1264875234,3649,2013,"Brazil",-7.74,-40.3
1264875233,3682,2013,"Brazil",-7.65,-38
1264875232,3689,2013,"Brazil",-7.61,-35.19
1264875231,3673,2013,"Brazil",-7.68,-41.88
1264875230,3666,2013,"Brazil",-7.7,-37.26
1264875229,3671,2013,"Brazil",-7.68,-35.04
1264875228,3692,2013,"Brazil",-7.59,-42.33
1264875227,3659,2013,"Brazil",-7.71,-47.58
1264875226,3690,2013,"Brazil",-7.6,-35.09
1264875225,3650,2013,"Brazil",-7.73,-35.2
1264875224,3658,2013,"Brazil",-7.71,-35.6
1264875223,3685,2013,"Brazil",-7.62,-41.68
1264875222,3661,2013,"Brazil",-7.71,-40.95
1264875221,3686,2013,"Brazil",-7.61,-39.5
1264875220,3643,2013,"Brazil",-7.75,-34.86
1264875219,3629,2013,"Brazil",-7.81,-36.65
1264875218,3647,2013,"Brazil",-7.75,-43.85
1264875217,3678,2013,"Brazil",-7.66,-41.27
1264875216,3677,2013,"Brazil",-7.66,-36.91
1264875215,3651,2013,"Brazil",-7.73,-35.93
1264875214,3657,2013,"Brazil",-7.71,-37.86
1264875213,3656,2013,"Brazil",-7.73,-50.14
1264875212,3638,2013,"Brazil",-7.78,-36.51
1264875211,3644,2013,"Brazil",-7.75,-37.62
1264875210,3664,2013,"Brazil",-7.7,-38.21
1264875209,3624,2013,"Brazil",-7.84,-35.44
1264875208,3655,2013,"Brazil",-7.73,-39
1264875207,3642,2013,"Brazil",-7.76,-35.71
1264875206,3670,2013,"Brazil",-7.68,-39.96
1264875205,3646,2013,"Brazil",-7.75,-46.69
1264875204,3648,2013,"Brazil",-7.75,-34.9
1264875203,3634,2013,"Brazil",-7.79,-41.98
1264875202,3667,2013,"Brazil",-7.69,-36.05
1264875201,3665,2013,"Brazil",-7.7,-38.09
1264875200,3625,2013,"Brazil",-7.84,-42.29
1264875199,3660,2013,"Brazil",-7.71,-37.42
1264875198,3633,2013,"Brazil",-7.79,-39.69
1264875197,3636,2013,"Brazil",-7.79,-44.56
1264875196,3653,2013,"Brazil",-7.73,-35.35
1264875195,3626,2013,"Brazil",-7.83,-39.35
1264875194,3618,2013,"Brazil",-7.86,-35.34
1264875193,3662,2013,"Brazil",-7.7,-40.77
1264875192,3621,2013,"Brazil",-7.85,-48.15
1264875191,3652,2013,"Brazil",-7.73,-49.04
1264875190,3630,2013,"Brazil",-7.8,-35.08
1264875189,3602,2013,"Brazil",-7.91,-35.3
1264875188,3632,2013,"Brazil",-7.8,-34.97
1264875187,3639,2013,"Brazil",-7.77,-39.05
1264875186,3619,2013,"Brazil",-7.86,-35.6
1264875185,3613,2013,"Brazil",-7.88,-36.13
1264875184,3617,2013,"Brazil",-7.87,-35.08
1264875183,3599,2013,"Brazil",-7.93,-37.9
1264875182,3631,2013,"Brazil",-7.8,-37.73
1264875181,3609,2013,"Brazil",-7.89,-37.14
1264875180,3623,2013,"Brazil",-7.84,-38.07
1264875179,3641,2013,"Brazil",-7.77,-44.01
1264875178,3645,2013,"Brazil",-7.75,-35.17
1264875177,3640,2013,"Brazil",-7.77,-35.57
1264875176,3622,2013,"Brazil",-7.84,-38.18
1264875175,3600,2013,"Brazil",-7.91,-35.6
1264875174,3608,2013,"Brazil",-7.89,-35.75
1264875173,3635,2013,"Brazil",-7.79,-43.16
1264875172,3610,2013,"Brazil",-7.89,-35.99
1264875171,3596,2013,"Brazil",-7.94,-42.61
1264875170,3601,2013,"Brazil",-7.91,-34.85
1264875169,3628,2013,"Brazil",-7.82,-35.88
1264875168,3606,2013,"Brazil",-7.91,-55.43
1264875167,3593,2013,"Brazil",-7.95,-38.99
1264875166,3577,2013,"Brazil",-8.06,-36.53
1264875165,3627,2013,"Brazil",-7.83,-35.31
1264875164,3637,2013,"Brazil",-7.78,-35.82
1264875163,3607,2013,"Brazil",-7.91,-36.77
1264875162,3588,2013,"Brazil",-8,-41.86
1264875161,3614,2013,"Brazil",-7.88,-38.76
1264875160,3592,2013,"Brazil",-7.96,-72.79
1264875159,3574,2013,"Brazil",-8.06,-38.33
1264875158,3584,2013,"Brazil",-8.01,-35.35
1264875157,3594,2013,"Brazil",-7.95,-40.21
1264875156,3598,2013,"Brazil",-7.93,-35.89
1264875155,3616,2013,"Brazil",-7.88,-42.86
1264875154,3605,2013,"Brazil",-7.91,-43.32
1264875153,3620,2013,"Brazil",-7.85,-37.4
1264875152,3615,2013,"Brazil",-7.88,-42.47
1264875151,3597,2013,"Brazil",-7.94,-43.65
1264875150,3575,2013,"Brazil",-8.06,-45.44
1264875149,3583,2013,"Brazil",-8.01,-35.55
1264875148,3611,2013,"Brazil",-7.89,-36.31
1264875147,3576,2013,"Brazil",-8.06,-50.22
1264875146,3571,2013,"Brazil",-8.08,-37.09
1264875145,3585,2013,"Brazil",-8.01,-35.21
1264875144,3604,2013,"Brazil",-7.91,-41.56
1264875143,3580,2013,"Brazil",-8.02,-47.48
1264875142,3551,2013,"Brazil",-8.19,-35.41
1264875141,3567,2013,"Brazil",-8.12,-42.01
1264875140,3612,2013,"Brazil",-7.89,-35.14
1264875139,3582,2013,"Brazil",-8.02,-35.11
1264875138,3603,2013,"Brazil",-7.91,-41.25
1264875137,3563,2013,"Brazil",-8.13,-40.77
1264875136,3589,2013,"Brazil",-7.99,-48.67
1264875135,3568,2013,"Brazil",-8.09,-42.28
1264875134,3559,2013,"Brazil",-8.15,-43.67
1264875133,3569,2013,"Brazil",-8.09,-35.87
1264875132,3549,2013,"Brazil",-8.2,-37.32
1264875131,3573,2013,"Brazil",-8.07,-48.52
1264875130,3590,2013,"Brazil",-7.99,-48.98
1264875129,3581,2013,"Brazil",-8.02,-38.1
1264875128,3595,2013,"Brazil",-7.95,-35.38
1264875127,3591,2013,"Brazil",-7.98,-35
1264875126,3572,2013,"Brazil",-8.08,-38.99
1264875125,3556,2013,"Brazil",-8.16,-37.02
1264875124,3550,2013,"Brazil",-8.19,-44.09
1264875123,3586,2013,"Brazil",-8,-36.05
1264875122,3546,2013,"Brazil",-8.21,-36.71
1264875121,3552,2013,"Brazil",-8.19,-36.02
1264875120,3579,2013,"Brazil",-8.03,-35.72
1264875119,3555,2013,"Brazil",-8.16,-39.81
1264875118,3560,2013,"Brazil",-8.15,-35.14
1264875117,3527,2013,"Brazil",-8.34,-36.27
1264875116,3544,2013,"Brazil",-8.22,-35.55
1264875115,3538,2013,"Brazil",-8.27,-48.46
1264875114,3587,2013,"Brazil",-8,-34.87
1264875113,3564,2013,"Brazil",-8.13,-49.1
1264875112,3558,2013,"Brazil",-8.16,-39.41
1264875111,3578,2013,"Brazil",-8.04,-34.94
1264875110,3542,2013,"Brazil",-8.24,-41.81
1264875109,3536,2013,"Brazil",-8.29,-40.27
1264875108,3543,2013,"Brazil",-8.24,-35.47
1264875107,3526,2013,"Brazil",-8.34,-35.78
1264875106,3548,2013,"Brazil",-8.21,-49.53
1264875105,3557,2013,"Brazil",-8.16,-38.73
1264875104,3565,2013,"Brazil",-8.12,-41.09
1264875103,3570,2013,"Brazil",-8.08,-36.28
1264875102,3566,2013,"Brazil",-8.12,-36.77
1264875101,3547,2013,"Brazil",-8.21,-40.6
1264875100,3532,2013,"Brazil",-8.31,-45.9
1264875099,3525,2013,"Brazil",-8.34,-35.38
1264875098,3561,2013,"Brazil",-8.15,-35
1264875097,3523,2013,"Brazil",-8.36,-35.47
1264875096,3524,2013,"Brazil",-8.36,-48.22
1264875095,3553,2013,"Brazil",-8.19,-41.58
1264875094,3529,2013,"Brazil",-8.33,-43.28
1264875093,3502,2013,"Brazil",-8.48,-40.61
1264875092,3535,2013,"Brazil",-8.29,-46.37
1264875091,3519,2013,"Brazil",-8.38,-65.92
1264875090,3534,2013,"Brazil",-8.3,-35.69
1264875089,3562,2013,"Brazil",-8.15,-37.7
1264875088,3554,2013,"Brazil",-8.16,-35.31
1264875087,3513,2013,"Brazil",-8.43,-38.73
1264875086,3540,2013,"Brazil",-8.26,-38
1264875085,3516,2013,"Brazil",-8.4,-48.91
1264875084,3511,2013,"Brazil",-8.44,-49.18
1264875083,3530,2013,"Brazil",-8.33,-40.99
1264875082,3521,2013,"Brazil",-8.37,-36.56
1264875081,3545,2013,"Brazil",-8.21,-46.82
1264875080,3499,2013,"Brazil",-8.5,-36.29
1264875079,3518,2013,"Brazil",-8.38,-37.02
1264875078,3539,2013,"Brazil",-8.27,-36.41
1264875077,3541,2013,"Brazil",-8.24,-35.78
1264875076,3501,2013,"Brazil",-8.49,-43.06
1264875075,3522,2013,"Brazil",-8.37,-35.25
1264875074,3505,2013,"Brazil",-8.47,-48.47
1264875073,3496,2013,"Brazil",-8.51,-41.35
1264875072,3533,2013,"Brazil",-8.3,-48.02
1264875071,3528,2013,"Brazil",-8.34,-36.15
1264875070,3474,2013,"Brazil",-8.66,-35.63
1264875069,3500,2013,"Brazil",-8.49,-35.69
1264875068,3506,2013,"Brazil",-8.46,-35.95
1264875067,3510,2013,"Brazil",-8.44,-48.77
1264875066,3509,2013,"Brazil",-8.44,-44.02
1264875065,3494,2013,"Brazil",-8.52,-45.19
1264875064,3537,2013,"Brazil",-8.28,-35.09
1264875063,3531,2013,"Brazil",-8.33,-42.27
1264875062,3488,2013,"Brazil",-8.55,-41.57
1264875061,3515,2013,"Brazil",-8.42,-35.62
1264875060,3485,2013,"Brazil",-8.58,-37.63
1264875059,3490,2013,"Brazil",-8.54,-36.46
1264875058,3507,2013,"Brazil",-8.46,-35.1
1264875057,3498,2013,"Brazil",-8.5,-47.64
1264875056,3473,2013,"Brazil",-8.66,-36.06
1264875055,3520,2013,"Brazil",-8.37,-42.82
1264875054,3493,2013,"Brazil",-8.52,-35.39
1264875053,3514,2013,"Brazil",-8.42,-35.52
1264875052,3517,2013,"Brazil",-8.39,-39.31
1264875051,3477,2013,"Brazil",-8.62,-38.24
1264875050,3480,2013,"Brazil",-8.6,-41.06
1264875049,3508,2013,"Brazil",-8.45,-39.58
1264875048,3497,2013,"Brazil",-8.51,-51.21
1264875047,3471,2013,"Brazil",-8.66,-35.23
1264875046,3476,2013,"Brazil",-8.63,-36.19
1264875045,3503,2013,"Brazil",-8.48,-35.86
1264875044,3450,2013,"Brazil",-8.8,-40.23
1264875043,3481,2013,"Brazil",-8.58,-35.16
1264875042,3484,2013,"Brazil",-8.58,-36.8
1264875041,3512,2013,"Brazil",-8.43,-36.65
1264875040,3504,2013,"Brazil",-8.48,-36.12
1264875039,3463,2013,"Brazil",-8.7,-39.91
1264875038,3470,2013,"Brazil",-8.67,-37.35
1264875037,3486,2013,"Brazil",-8.57,-35.54
1264875036,3460,2013,"Brazil",-8.73,-36.46
1264875035,3489,2013,"Brazil",-8.55,-42.45
1264875034,3475,2013,"Brazil",-8.64,-50.26
1264875033,3467,2013,"Brazil",-8.68,-36.59
1264875032,3482,2013,"Brazil",-8.58,-57.8
1264875031,3447,2013,"Brazil",-8.82,-35.91
1264875030,3495,2013,"Brazil",-8.51,-36.76
1264875029,3468,2013,"Brazil",-8.68,-35.48
1264875028,3453,2013,"Brazil",-8.77,-38.74
1264875027,3492,2013,"Brazil",-8.53,-41.93
1264875026,3491,2013,"Brazil",-8.53,-44.43
1264875025,3456,2013,"Brazil",-8.75,-35.22
1264875024,3426,2013,"Brazil",-8.92,-49.01
1264875023,3449,2013,"Brazil",-8.81,-37.79
1264875022,3483,2013,"Brazil",-8.58,-35.92
1264875021,3472,2013,"Brazil",-8.66,-36.92
1264875020,3458,2013,"Brazil",-8.73,-36.32
1264875019,3478,2013,"Brazil",-8.62,-35.38
1264875018,3487,2013,"Brazil",-8.57,-38.95
1264875017,3452,2013,"Brazil",-8.8,-43.99
1264875016,3461,2013,"Brazil",-8.72,-36.39
1264875015,3459,2013,"Brazil",-8.73,-44.69
1264875014,3479,2013,"Brazil",-8.6,-35.81
1264875013,3439,2013,"Brazil",-8.87,-36.17
1264875012,3465,2013,"Brazil",-8.69,-37.14
1264875011,3444,2013,"Brazil",-8.83,-36.04
1264875010,3445,2013,"Brazil",-8.82,-35.26
1264875009,3435,2013,"Brazil",-8.89,-35.45
1264875008,3457,2013,"Brazil",-8.74,-35.8
1264875007,3441,2013,"Brazil",-8.85,-39.28
1264875006,3469,2013,"Brazil",-8.67,-36.29
1264875005,3423,2013,"Brazil",-8.94,-35.74
1264875004,3443,2013,"Brazil",-8.83,-35.76
1264875003,3464,2013,"Brazil",-8.69,-35.73
1264875002,3427,2013,"Brazil",-8.92,-42.98
1264875001,3466,2013,"Brazil",-8.68,-35.89
1264875000,3430,2013,"Brazil",-8.91,-49.54
1264874999,3400,2013,"Brazil",-9.07,-36.62
1264874998,3421,2013,"Brazil",-8.95,-35.64
1264874997,3455,2013,"Brazil",-8.75,-36.15
1264874996,3432,2013,"Brazil",-8.9,-70.81
1264874995,3448,2013,"Brazil",-8.82,-36.68
1264874994,3451,2013,"Brazil",-8.8,-47.8
1264874993,3462,2013,"Brazil",-8.7,-47.13
1264874992,3436,2013,"Brazil",-8.89,-35.54
1264874991,3433,2013,"Brazil",-8.89,-36.73
1264874990,3425,2013,"Brazil",-8.92,-41.82
1264874989,3422,2013,"Brazil",-8.94,-48.25
1264874988,3415,2013,"Brazil",-8.97,-45.69
1264874987,3454,2013,"Brazil",-8.77,-48.42
1264874986,3431,2013,"Brazil",-8.9,-37.56
1264874985,3407,2013,"Brazil",-9.03,-36.54
1264874984,3440,2013,"Brazil",-8.87,-35.2
1264874983,3419,2013,"Brazil",-8.96,-35.91
1264874982,3417,2013,"Brazil",-8.96,-63.08
1264874981,3399,2013,"Brazil",-9.08,-47.47
1264874980,3446,2013,"Brazil",-8.82,-68.14
1264874979,3413,2013,"Brazil",-8.99,-36.05
1264874978,3438,2013,"Brazil",-8.88,-36.28
1264874977,3442,2013,"Brazil",-8.84,-35.65
1264874976,3402,2013,"Brazil",-9.06,-43.15
1264874975,3408,2013,"Brazil",-9.03,-37.31
1264874974,3375,2013,"Brazil",-9.2,-48.02
1264874973,3434,2013,"Brazil",-8.89,-48.79
1264874972,3392,2013,"Brazil",-9.12,-36.2
1264874971,3405,2013,"Brazil",-9.04,-37.74
1264874970,3429,2013,"Brazil",-8.91,-38.29
1264874969,3424,2013,"Brazil",-8.94,-36.5
1264874968,3437,2013,"Brazil",-8.88,-36.38
1264874967,3401,2013,"Brazil",-9.07,-35.73
1264874966,3410,2013,"Brazil",-9,-47.86
1264874965,3396,2013,"Brazil",-9.09,-48.55
1264874964,3406,2013,"Brazil",-9.03,-35.43
1264874963,3428,2013,"Brazil",-8.91,-38.03
1264874962,3386,2013,"Brazil",-9.13,-63.08
1264874961,3412,2013,"Brazil",-8.99,-36.31
1264874960,3398,2013,"Brazil",-9.08,-43.36
1264874959,3385,2013,"Brazil",-9.14,-36.91
1264874958,3409,2013,"Brazil",-9.03,-42.65
1264874957,3372,2013,"Brazil",-9.24,-35.62
1264874956,3420,2013,"Brazil",-8.96,-35.52
1264874955,3416,2013,"Brazil",-8.97,-35.26
1264874954,3397,2013,"Brazil",-9.08,-43.69
1264874953,3390,2013,"Brazil",-9.12,-36.02
1264874952,3418,2013,"Brazil",-8.96,-42.28
1264874951,3376,2013,"Brazil",-9.19,-62.01
1264874950,3381,2013,"Brazil",-9.18,-36.69
1264874949,3411,2013,"Brazil",-9,-36.75
1264874948,3380,2013,"Brazil",-9.19,-38.4
1264874947,3335,2013,"Brazil",-9.42,-59.43
1264874946,3374,2013,"Brazil",-9.21,-36.03
1264874945,3404,2013,"Brazil",-9.05,-40.58
1264874944,3373,2013,"Brazil",-9.22,-38.2
1264874943,3370,2013,"Brazil",-9.24,-38.63
1264874942,3414,2013,"Brazil",-8.98,-64.52
1264874941,3395,2013,"Brazil",-9.09,-35.29
1264874940,3383,2013,"Brazil",-9.17,-36.47
1264874939,3384,2013,"Brazil",-9.15,-35.41
1264874938,3403,2013,"Brazil",-9.06,-44.11
1264874937,3360,2013,"Brazil",-9.26,-38.93
1264874936,3364,2013,"Brazil",-9.24,-36.27
1264874935,3389,2013,"Brazil",-9.13,-37.55
1264874934,3391,2013,"Brazil",-9.12,-36.33
1264874933,3382,2013,"Brazil",-9.18,-42.51
1264874932,3394,2013,"Brazil",-9.1,-37.03
1264874931,3342,2013,"Brazil",-9.38,-37.06
1264874930,3367,2013,"Brazil",-9.24,-48.44
1264874929,3371,2013,"Brazil",-9.24,-41.29
1264874928,3366,2013,"Brazil",-9.24,-37.41
1264874927,3353,2013,"Brazil",-9.31,-36.47
1264874926,3388,2013,"Brazil",-9.13,-62.69
1264874925,3361,2013,"Brazil",-9.26,-37.89
1264874924,3393,2013,"Brazil",-9.11,-35.57
1264874923,3352,2013,"Brazil",-9.33,-36.87
1264874922,3378,2013,"Brazil",-9.19,-42.9
1264874921,3351,2013,"Brazil",-9.33,-49.08
1264874920,3334,2013,"Brazil",-9.44,-37.81
1264874919,3363,2013,"Brazil",-9.25,-38.06
1264874918,3333,2013,"Brazil",-9.44,-35.6
1264874917,3387,2013,"Brazil",-9.13,-37.36
1264874916,3350,2013,"Brazil",-9.34,-36.28
1264874915,3369,2013,"Brazil",-9.24,-35.41
1264874914,3377,2013,"Brazil",-9.19,-39.2
1264874913,3359,2013,"Brazil",-9.26,-44.55
1264874912,3344,2013,"Brazil",-9.37,-49.84
1264874911,3347,2013,"Brazil",-9.34,-42.47
1264874910,3368,2013,"Brazil",-9.24,-35.51
1264874909,3379,2013,"Brazil",-9.19,-39.67
1264874908,3339,2013,"Brazil",-9.39,-36.16
1264874907,3348,2013,"Brazil",-9.34,-36.09
1264874906,3362,2013,"Brazil",-9.26,-35.79
1264874904,3365,2013,"Brazil",-9.24,-43.04
1264874903,3329,2013,"Brazil",-9.47,-36.4
1264874902,3357,2013,"Brazil",-9.28,-50.59
1264874901,3341,2013,"Brazil",-9.39,-37.49
1264874900,3337,2013,"Brazil",-9.4,-38.06
1264874899,3315,2013,"Brazil",-9.52,-44.43
1264874898,3323,2013,"Brazil",-9.5,-46.91
1264874897,3355,2013,"Brazil",-9.29,-37.37
1264874896,3297,2013,"Brazil",-9.61,-36.48
1264874895,3356,2013,"Brazil",-9.29,-42.91
1264874894,3358,2013,"Brazil",-9.28,-35.95
1264874893,3281,2013,"Brazil",-9.69,-37.31
1264874892,3338,2013,"Brazil",-9.4,-48.69
1264874891,3313,2013,"Brazil",-9.53,-37.25
1264874890,3354,2013,"Brazil",-9.29,-37.71
1264874889,3332,2013,"Brazil",-9.45,-36.93
1264874888,3346,2013,"Brazil",-9.35,-37.25
1264874887,3319,2013,"Brazil",-9.51,-37.74
1264874886,3340,2013,"Brazil",-9.39,-36.77
1264874885,3309,2013,"Brazil",-9.55,-36.49
1264874884,3331,2013,"Brazil",-9.47,-58.67
1264874883,3345,2013,"Brazil",-9.37,-36.41
1264874882,3325,2013,"Brazil",-9.48,-35.86
1264874881,3328,2013,"Brazil",-9.47,-37.36
1264874880,3305,2013,"Brazil",-9.58,-45
1264874879,3300,2013,"Brazil",-9.6,-36.02
1264874878,3311,2013,"Brazil",-9.54,-35.69
1264874877,3349,2013,"Brazil",-9.34,-35.82
1264874876,3303,2013,"Brazil",-9.58,-35.84
1264874875,3314,2013,"Brazil",-9.53,-37.49
1264874874,3322,2013,"Brazil",-9.5,-36.08
1264874873,3336,2013,"Brazil",-9.41,-36.59
1264874872,3291,2013,"Brazil",-9.64,-49.41
1264874871,3343,2013,"Brazil",-9.38,-35.58
1264874870,3330,2013,"Brazil",-9.47,-49.3
1264874869,3327,2013,"Brazil",-9.47,-36.28
1264874868,3317,2013,"Brazil",-9.51,-46.23
1264874867,3285,2013,"Brazil",-9.66,-36.17
1264874866,3312,2013,"Brazil",-9.54,-38.26
1264874865,3280,2013,"Brazil",-9.69,-61.55
1264874864,3318,2013,"Brazil",-9.51,-37.19
1264874863,3283,2013,"Brazil",-9.67,-40.84
1264874862,3307,2013,"Brazil",-9.57,-36.42
1264874861,3321,2013,"Brazil",-9.5,-43.11
1264874860,3296,2013,"Brazil",-9.62,-48.15
1264874859,3308,2013,"Brazil",-9.57,-56.69
1264874858,3304,2013,"Brazil",-9.58,-45.4
1264874857,3269,2013,"Brazil",-9.77,-69.42
1264874856,3287,2013,"Brazil",-9.66,-36.98
1264874855,3302,2013,"Brazil",-9.59,-37.3
1264874854,3261,2013,"Brazil",-9.81,-55.44
1264874853,3276,2013,"Brazil",-9.72,-48.6
1264874852,3295,2013,"Brazil",-9.63,-36.58
1264874851,3299,2013,"Brazil",-9.6,-68.13
1264874850,3310,2013,"Brazil",-9.55,-36.29
1264874849,3290,2013,"Brazil",-9.64,-35.82
1264874848,3289,2013,"Brazil",-9.64,-47.5
1264874847,3293,2013,"Brazil",-9.64,-67.71
1264874846,3326,2013,"Brazil",-9.48,-42.78
1264874845,3324,2013,"Brazil",-9.49,-40.34
1264874844,3260,2013,"Brazil",-9.82,-35.94
1264874843,3284,2013,"Brazil",-9.67,-36.32
1264874842,3262,2013,"Brazil",-9.81,-37.17
1264874841,3316,2013,"Brazil",-9.51,-37
1264874840,3279,2013,"Brazil",-9.7,-58.12
1264874838,3306,2013,"Brazil",-9.57,-36.69
1264874837,3254,2013,"Brazil",-9.9,-36.67
1264874836,3282,2013,"Brazil",-9.69,-62.77
1264874835,3271,2013,"Brazil",-9.76,-36.65
1264874834,3259,2013,"Brazil",-9.84,-48.28
1264874833,3267,2013,"Brazil",-9.78,-36.12
1264874832,3286,2013,"Brazil",-9.66,-37.46
1264874831,3239,2013,"Brazil",-9.97,-38.6
1264874830,3270,2013,"Brazil",-9.77,-43.92
1264874829,3246,2013,"Brazil",-9.95,-49.79
1264874828,3250,2013,"Brazil",-9.92,-39.5
1264874827,3294,2013,"Brazil",-9.63,-42.31
1264874826,3258,2013,"Brazil",-9.85,-37.7
1264874825,3298,2013,"Brazil",-9.61,-35.83
1264874824,3273,2013,"Brazil",-9.74,-38.17
1264874823,3278,2013,"Brazil",-9.7,-63.42
1264874822,3288,2013,"Brazil",-9.66,-37.23
1264874821,3292,2013,"Brazil",-9.64,-36.79
1264874820,3277,2013,"Brazil",-9.7,-37.11
1264874819,3245,2013,"Brazil",-9.95,-66.91
1264874818,3274,2013,"Brazil",-9.74,-37.86
1264874817,3247,2013,"Brazil",-9.94,-43.07
1264874816,3255,2013,"Brazil",-9.89,-36.97
1264874815,3257,2013,"Brazil",-9.87,-36.43
1264874814,3229,2013,"Brazil",-10.04,-52.53
1264874813,3240,2013,"Brazil",-9.97,-44.34
1264874812,3218,2013,"Brazil",-10.1,-59.69
1264874811,3209,2013,"Brazil",-10.16,-47.4
1264874810,3234,2013,"Brazil",-9.99,-49.12
1264874809,3275,2013,"Brazil",-9.72,-35.91
1264874808,3248,2013,"Brazil",-9.93,-44.84
1264874807,3263,2013,"Brazil",-9.81,-36.29
1264874806,3244,2013,"Brazil",-9.96,-36.56
1264874805,3224,2013,"Brazil",-10.07,-37.62
1264874804,3253,2013,"Brazil",-9.9,-48.8
1264874803,3272,2013,"Brazil",-9.75,-36.46
1264874802,3266,2013,"Brazil",-9.78,-54.62
1264874801,3241,2013,"Brazil",-9.97,-45.67
1264874800,3252,2013,"Brazil",-9.91,-37.45
1264874799,3264,2013,"Brazil",-9.79,-36.73
1264874798,3265,2013,"Brazil",-9.79,-36.86
1264874797,3251,2013,"Brazil",-9.92,-36.12
1264874796,3268,2013,"Brazil",-9.77,-49.71
1264874795,3235,2013,"Brazil",-9.98,-54.16
1264874794,3225,2013,"Brazil",-10.06,-55.89
1264874793,3223,2013,"Brazil",-10.08,-40.08
1264874792,3256,2013,"Brazil",-9.87,-35.97
1264874791,3243,2013,"Brazil",-9.96,-36.38
1264874790,3231,2013,"Brazil",-10.02,-51.42
1264874789,3237,2013,"Brazil",-9.98,-67.46
1264874788,3214,2013,"Brazil",-10.12,-37.96
1264874787,3238,2013,"Brazil",-9.98,-48.02
1264874786,3232,2013,"Brazil",-10.01,-38.86
1264874785,3213,2013,"Brazil",-10.12,-45.29
1264874784,3228,2013,"Brazil",-10.04,-56.4
1264874783,3233,2013,"Brazil",-10,-68.42
1264874782,3249,2013,"Brazil",-9.93,-57.27
1264874781,3230,2013,"Brazil",-10.03,-37.09
1264874780,3226,2013,"Brazil",-10.06,-36.79
1264874779,3211,2013,"Brazil",-10.15,-37.04
1264874778,3207,2013,"Brazil",-10.17,-36.91
1264874777,3203,2013,"Brazil",-10.19,-48.11
1264874776,3242,2013,"Brazil",-9.96,-36.76
